Folder	Parent_Image	Image_name	Nuclei Detection	Double Counting Analysis	Elimination Processes
Warps	Set3_M_K1_DAPI_STACK.tif	Set3_M_K1_DAPI_STACK_s7-8.png	195	118	90
Warps	Set3_M_K1_DAPI_STACK.tif	Set3_M_K1_DAPI_STACK_s9-10.png	145	112	68
Warps	Set3_M_K2_DAPI_STACK.tif	Set3_M_K2_DAPI_STACK_s1-2.png	241	181	179
Warps	Set3_M_K2_DAPI_STACK.tif	Set3_M_K2_DAPI_STACK_s3-4.png	315	193	186
Warps	Set3_M_K2_DAPI_STACK.tif	Set3_M_K2_DAPI_STACK_s5-6.png	294	167	153
Warps	Set3_M_K2_DAPI_STACK.tif	Set3_M_K2_DAPI_STACK_s7-8.png	258	168	117
Warps	Set3_M_K2_DAPI_STACK.tif	Set3_M_K2_DAPI_STACK_s9-10.png	179	130	53
Warps	Set3_M_K3_DAPI_STACK.tif	Set3_M_K3_DAPI_STACK_s1-2.png	184	160	161
Warps	Set3_M_K3_DAPI_STACK.tif	Set3_M_K3_DAPI_STACK_s3-4.png	210	136	133
Warps	Set3_M_K3_DAPI_STACK.tif	Set3_M_K3_DAPI_STACK_s5-6.png	284	208	187
Warps	Set3_M_K3_DAPI_STACK.tif	Set3_M_K3_DAPI_STACK_s7-8.png	253	152	124
Warps	Set3_M_K3_DAPI_STACK.tif	Set3_M_K3_DAPI_STACK_s9-10.png	206	163	91
Warps	Set3_M_K4_DAPI_STACK.tif	Set3_M_K4_DAPI_STACK_s1-2.png	137	112	109
Warps	Set3_M_K4_DAPI_STACK.tif	Set3_M_K4_DAPI_STACK_s3-4.png	199	135	131
Warps	Set3_M_K4_DAPI_STACK.tif	Set3_M_K4_DAPI_STACK_s5-6.png	263	183	156
Warps	Set3_M_K4_DAPI_STACK.tif	Set3_M_K4_DAPI_STACK_s7-8.png	192	112	88
Warps	Set3_M_K4_DAPI_STACK.tif	Set3_M_K4_DAPI_STACK_s9-10.png	170	140	83
Warps	Set3_M_K5_DAPI_STACK.tif	Set3_M_K5_DAPI_STACK_s1-2.png	224	187	200
Warps	Set3_M_K5_DAPI_STACK.tif	Set3_M_K5_DAPI_STACK_s3-4.png	262	152	163
Warps	Set3_M_K5_DAPI_STACK.tif	Set3_M_K5_DAPI_STACK_s5-6.png	283	175	177
Warps	Set3_M_K5_DAPI_STACK.tif	Set3_M_K5_DAPI_STACK_s7-8.png	274	166	145
Warps	Set3_M_K5_DAPI_STACK.tif	Set3_M_K5_DAPI_STACK_s9-10.png	195	160	131
Fibers	Set1_A_H1_DAPI_STACK.tif	Set1_A_H1_DAPI_STACK_s1-2.png	152	124	128
Fibers	Set1_A_H1_DAPI_STACK.tif	Set1_A_H1_DAPI_STACK_s3-4.png	184	95	94
Fibers	Set1_A_H1_DAPI_STACK.tif	Set1_A_H1_DAPI_STACK_s5-6.png	175	118	116
Fibers	Set1_A_H1_DAPI_STACK.tif	Set1_A_H1_DAPI_STACK_s7-8.png	193	115	110
Fibers	Set1_A_H1_DAPI_STACK.tif	Set1_A_H1_DAPI_STACK_s9-10.png	184	136	96
Fibers	Set1_A_H2_DAPI_STACK.tif	Set1_A_H2_DAPI_STACK_s1-2.png	105	92	94
Fibers	Set1_A_H2_DAPI_STACK.tif	Set1_A_H2_DAPI_STACK_s3-4.png	167	128	123
Fibers	Set1_A_H2_DAPI_STACK.tif	Set1_A_H2_DAPI_STACK_s5-6.png	159	127	118
Fibers	Set1_A_H2_DAPI_STACK.tif	Set1_A_H2_DAPI_STACK_s7-8.png	195	174	145
Fibers	Set1_A_H2_DAPI_STACK.tif	Set1_A_H2_DAPI_STACK_s9-10.png	128	112	81
Fibers	Set1_A_H3_DAPI_STACK.tif	Set1_A_H3_DAPI_STACK_s1-2.png	90	78	77
Fibers	Set1_A_H3_DAPI_STACK.tif	Set1_A_H3_DAPI_STACK_s3-4.png	139	102	101
Fibers	Set1_A_H3_DAPI_STACK.tif	Set1_A_H3_DAPI_STACK_s5-6.png	188	134	126
Fibers	Set1_A_H3_DAPI_STACK.tif	Set1_A_H3_DAPI_STACK_s7-8.png	168	128	115
Fibers	Set1_A_H3_DAPI_STACK.tif	Set1_A_H3_DAPI_STACK_s9-10.png	143	124	103
Fibers	Set1_A_H4_DAPI_STACK.tif	Set1_A_H4_DAPI_STACK_s1-2.png	123	116	111
Fibers	Set1_A_H4_DAPI_STACK.tif	Set1_A_H4_DAPI_STACK_s3-4.png	165	152	146
Fibers	Set1_A_H4_DAPI_STACK.tif	Set1_A_H4_DAPI_STACK_s5-6.png	169	158	139
Fibers	Set1_A_H4_DAPI_STACK.tif	Set1_A_H4_DAPI_STACK_s7-8.png	67	64	46
Fibers	Set1_A_H4_DAPI_STACK.tif	Set1_A_H4_DAPI_STACK_s9-10.png	0	0	0
Fibers	Set1_A_H5_DAPI_STACK.tif	Set1_A_H5_DAPI_STACK_s1-2.png	115	99	92
Fibers	Set1_A_H5_DAPI_STACK.tif	Set1_A_H5_DAPI_STACK_s3-4.png	138	113	111
Fibers	Set1_A_H5_DAPI_STACK.tif	Set1_A_H5_DAPI_STACK_s5-6.png	113	78	73
Fibers	Set1_A_H5_DAPI_STACK.tif	Set1_A_H5_DAPI_STACK_s7-8.png	79	54	48
Fibers	Set1_A_H5_DAPI_STACK.tif	Set1_A_H5_DAPI_STACK_s9-10.png	53	42	33
Fibers	Set1_I_H1_DAPI_STACK.tif	Set1_I_H1_DAPI_STACK_s1-2.png	24	22	22
Fibers	Set1_I_H1_DAPI_STACK.tif	Set1_I_H1_DAPI_STACK_s3-4.png	22	21	21
Fibers	Set1_I_H1_DAPI_STACK.tif	Set1_I_H1_DAPI_STACK_s5-6.png	20	18	17
Fibers	Set1_I_H1_DAPI_STACK.tif	Set1_I_H1_DAPI_STACK_s7-8.png	17	15	13
Fibers	Set1_I_H1_DAPI_STACK.tif	Set1_I_H1_DAPI_STACK_s9-10.png	0	0	0
Fibers	Set1_I_H2_DAPI_STACK.tif	Set1_I_H2_DAPI_STACK_s1-2.png	0	0	0
Fibers	Set1_I_H2_DAPI_STACK.tif	Set1_I_H2_DAPI_STACK_s3-4.png	62	46	46
Fibers	Set1_I_H2_DAPI_STACK.tif	Set1_I_H2_DAPI_STACK_s5-6.png	103	68	67
Fibers	Set1_I_H2_DAPI_STACK.tif	Set1_I_H2_DAPI_STACK_s7-8.png	74	44	44
Fibers	Set1_I_H2_DAPI_STACK.tif	Set1_I_H2_DAPI_STACK_s9-10.png	46	38	36
Fibers	Set1_I_H3_DAPI_STACK.tif	Set1_I_H3_DAPI_STACK_s1-2.png	26	15	13
Fibers	Set1_I_H3_DAPI_STACK.tif	Set1_I_H3_DAPI_STACK_s3-4.png	66	45	44
Fibers	Set1_I_H3_DAPI_STACK.tif	Set1_I_H3_DAPI_STACK_s5-6.png	99	69	67
Fibers	Set1_I_H3_DAPI_STACK.tif	Set1_I_H3_DAPI_STACK_s7-8.png	60	38	34
Fibers	Set1_I_H3_DAPI_STACK.tif	Set1_I_H3_DAPI_STACK_s9-10.png	51	42	31
Fibers	Set1_I_H4_DAPI_STACK.tif	Set1_I_H4_DAPI_STACK_s1-2.png	89	69	64
Fibers	Set1_I_H4_DAPI_STACK.tif	Set1_I_H4_DAPI_STACK_s3-4.png	156	111	108
Fibers	Set1_I_H4_DAPI_STACK.tif	Set1_I_H4_DAPI_STACK_s5-6.png	172	127	124
Fibers	Set1_I_H4_DAPI_STACK.tif	Set1_I_H4_DAPI_STACK_s7-8.png	109	79	75
Fibers	Set1_I_H4_DAPI_STACK.tif	Set1_I_H4_DAPI_STACK_s9-10.png	84	66	57
Fibers	Set1_I_H5_DAPI_STACK.tif	Set1_I_H5_DAPI_STACK_s1-2.png	66	62	58
Fibers	Set1_I_H5_DAPI_STACK.tif	Set1_I_H5_DAPI_STACK_s3-4.png	171	147	138
Fibers	Set1_I_H5_DAPI_STACK.tif	Set1_I_H5_DAPI_STACK_s5-6.png	175	157	145
Fibers	Set1_I_H5_DAPI_STACK.tif	Set1_I_H5_DAPI_STACK_s7-8.png	108	91	76
Fibers	Set1_I_H5_DAPI_STACK.tif	Set1_I_H5_DAPI_STACK_s9-10.png	80	70	46
Fibers	Set1_M_H1_DAPI_STACK.tif	Set1_M_H1_DAPI_STACK_s1-2.png	41	35	36
Fibers	Set1_M_H1_DAPI_STACK.tif	Set1_M_H1_DAPI_STACK_s3-4.png	84	69	66
Fibers	Set1_M_H1_DAPI_STACK.tif	Set1_M_H1_DAPI_STACK_s5-6.png	102	89	72
Fibers	Set1_M_H1_DAPI_STACK.tif	Set1_M_H1_DAPI_STACK_s7-8.png	45	44	41
Fibers	Set1_M_H1_DAPI_STACK.tif	Set1_M_H1_DAPI_STACK_s9-10.png	35	32	32
Fibers	Set1_M_H2_DAPI_STACK.tif	Set1_M_H2_DAPI_STACK_s1-2.png	55	46	46
Fibers	Set1_M_H2_DAPI_STACK.tif	Set1_M_H2_DAPI_STACK_s3-4.png	84	73	72
Fibers	Set1_M_H2_DAPI_STACK.tif	Set1_M_H2_DAPI_STACK_s5-6.png	77	64	58
Fibers	Set1_M_H2_DAPI_STACK.tif	Set1_M_H2_DAPI_STACK_s7-8.png	90	73	65
Fibers	Set1_M_H2_DAPI_STACK.tif	Set1_M_H2_DAPI_STACK_s9-10.png	44	40	38
Fibers	Set1_M_H3_DAPI_STACK.tif	Set1_M_H3_DAPI_STACK_s1-2.png	36	35	36
Fibers	Set1_M_H3_DAPI_STACK.tif	Set1_M_H3_DAPI_STACK_s3-4.png	68	61	60
Fibers	Set1_M_H3_DAPI_STACK.tif	Set1_M_H3_DAPI_STACK_s5-6.png	76	63	54
Fibers	Set1_M_H3_DAPI_STACK.tif	Set1_M_H3_DAPI_STACK_s7-8.png	94	85	65
Fibers	Set1_M_H3_DAPI_STACK.tif	Set1_M_H3_DAPI_STACK_s9-10.png	68	58	47
Fibers	Set1_M_H4_DAPI_STACK.tif	Set1_M_H4_DAPI_STACK_s1-2.png	60	54	54
Fibers	Set1_M_H4_DAPI_STACK.tif	Set1_M_H4_DAPI_STACK_s3-4.png	95	77	76
Fibers	Set1_M_H4_DAPI_STACK.tif	Set1_M_H4_DAPI_STACK_s5-6.png	140	127	118
Fibers	Set1_M_H4_DAPI_STACK.tif	Set1_M_H4_DAPI_STACK_s7-8.png	164	153	121
Fibers	Set1_M_H4_DAPI_STACK.tif	Set1_M_H4_DAPI_STACK_s9-10.png	83	72	62
Fibers	Set1_M_H5_DAPI_STACK.tif	Set1_M_H5_DAPI_STACK_s1-2.png	58	40	37
Fibers	Set1_M_H5_DAPI_STACK.tif	Set1_M_H5_DAPI_STACK_s3-4.png	103	77	77
Fibers	Set1_M_H5_DAPI_STACK.tif	Set1_M_H5_DAPI_STACK_s5-6.png	80	40	39
Fibers	Set1_M_H5_DAPI_STACK.tif	Set1_M_H5_DAPI_STACK_s7-8.png	59	34	31
Fibers	Set1_M_H5_DAPI_STACK.tif	Set1_M_H5_DAPI_STACK_s9-10.png	48	33	30
Warps	Set1_A_K1_DAPI_STACK.tif	Set1_A_K1_DAPI_STACK_s1-2.png	120	99	115
Warps	Set1_A_K1_DAPI_STACK.tif	Set1_A_K1_DAPI_STACK_s3-4.png	245	186	176
Warps	Set1_A_K1_DAPI_STACK.tif	Set1_A_K1_DAPI_STACK_s5-6.png	213	172	162
Warps	Set1_A_K1_DAPI_STACK.tif	Set1_A_K1_DAPI_STACK_s7-8.png	182	124	111
Warps	Set1_A_K1_DAPI_STACK.tif	Set1_A_K1_DAPI_STACK_s9-10.png	127	105	89
Warps	Set1_A_K2_DAPI_STACK.tif	Set1_A_K2_DAPI_STACK_s1-2.png	417	360	364
Warps	Set1_A_K2_DAPI_STACK.tif	Set1_A_K2_DAPI_STACK_s3-4.png	499	369	359
Warps	Set1_A_K2_DAPI_STACK.tif	Set1_A_K2_DAPI_STACK_s5-6.png	516	386	348
Warps	Set1_A_K2_DAPI_STACK.tif	Set1_A_K2_DAPI_STACK_s7-8.png	415	336	288
Warps	Set1_A_K2_DAPI_STACK.tif	Set1_A_K2_DAPI_STACK_s9-10.png	271	221	146
Warps	Set1_A_K3_DAPI_STACK.tif	Set1_A_K3_DAPI_STACK_s1-2.png	233	202	197
Warps	Set1_A_K3_DAPI_STACK.tif	Set1_A_K3_DAPI_STACK_s3-4.png	260	189	182
Warps	Set1_A_K3_DAPI_STACK.tif	Set1_A_K3_DAPI_STACK_s5-6.png	180	136	117
Warps	Set1_A_K3_DAPI_STACK.tif	Set1_A_K3_DAPI_STACK_s7-8.png	127	86	64
Warps	Set1_A_K3_DAPI_STACK.tif	Set1_A_K3_DAPI_STACK_s9-10.png	84	70	52
Warps	Set1_A_K4_DAPI_STACK.tif	Set1_A_K4_DAPI_STACK_s1-2.png	94	68	67
Warps	Set1_A_K4_DAPI_STACK.tif	Set1_A_K4_DAPI_STACK_s3-4.png	198	140	139
Warps	Set1_A_K4_DAPI_STACK.tif	Set1_A_K4_DAPI_STACK_s5-6.png	209	132	130
Warps	Set1_A_K4_DAPI_STACK.tif	Set1_A_K4_DAPI_STACK_s7-8.png	175	109	101
Warps	Set1_A_K4_DAPI_STACK.tif	Set1_A_K4_DAPI_STACK_s9-10.png	131	99	85
Warps	Set1_A_K5_DAPI_STACK.tif	Set1_A_K5_DAPI_STACK_s1-2.png	217	184	188
Warps	Set1_A_K5_DAPI_STACK.tif	Set1_A_K5_DAPI_STACK_s3-4.png	256	165	151
Warps	Set1_A_K5_DAPI_STACK.tif	Set1_A_K5_DAPI_STACK_s5-6.png	218	163	147
Warps	Set1_A_K5_DAPI_STACK.tif	Set1_A_K5_DAPI_STACK_s7-8.png	155	97	80
Warps	Set1_A_K5_DAPI_STACK.tif	Set1_A_K5_DAPI_STACK_s9-10.png	101	84	57
Warps	Set1_I_K1_DAPI_STACK.tif	Set1_I_K1_DAPI_STACK_s1-2.png	297	286	209
Warps	Set1_I_K1_DAPI_STACK.tif	Set1_I_K1_DAPI_STACK_s3-4.png	348	298	207
Warps	Set1_I_K1_DAPI_STACK.tif	Set1_I_K1_DAPI_STACK_s5-6.png	559	498	332
Warps	Set1_I_K1_DAPI_STACK.tif	Set1_I_K1_DAPI_STACK_s7-8.png	531	481	242
Warps	Set1_I_K1_DAPI_STACK.tif	Set1_I_K1_DAPI_STACK_s9-10.png	249	229	112
Warps	Set1_I_K2_DAPI_STACK.tif	Set1_I_K2_DAPI_STACK_s1-2.png	79	48	45
Warps	Set1_I_K2_DAPI_STACK.tif	Set1_I_K2_DAPI_STACK_s3-4.png	119	56	54
Warps	Set1_I_K2_DAPI_STACK.tif	Set1_I_K2_DAPI_STACK_s5-6.png	109	66	61
Warps	Set1_I_K2_DAPI_STACK.tif	Set1_I_K2_DAPI_STACK_s7-8.png	95	47	37
Warps	Set1_I_K2_DAPI_STACK.tif	Set1_I_K2_DAPI_STACK_s9-10.png	63	47	33
Warps	Set1_I_K3_DAPI_STACK.tif	Set1_I_K3_DAPI_STACK_s1-2.png	87	68	61
Warps	Set1_I_K3_DAPI_STACK.tif	Set1_I_K3_DAPI_STACK_s3-4.png	186	149	137
Warps	Set1_I_K3_DAPI_STACK.tif	Set1_I_K3_DAPI_STACK_s5-6.png	156	124	95
Warps	Set1_I_K3_DAPI_STACK.tif	Set1_I_K3_DAPI_STACK_s7-8.png	105	86	55
Warps	Set1_I_K3_DAPI_STACK.tif	Set1_I_K3_DAPI_STACK_s9-10.png	93	76	50
Warps	Set1_I_K4_DAPI_STACK.tif	Set1_I_K4_DAPI_STACK_s1-2.png	64	53	53
Warps	Set1_I_K4_DAPI_STACK.tif	Set1_I_K4_DAPI_STACK_s3-4.png	104	79	84
Warps	Set1_I_K4_DAPI_STACK.tif	Set1_I_K4_DAPI_STACK_s5-6.png	101	71	69
Warps	Set1_I_K4_DAPI_STACK.tif	Set1_I_K4_DAPI_STACK_s7-8.png	78	51	51
Warps	Set1_I_K4_DAPI_STACK.tif	Set1_I_K4_DAPI_STACK_s9-10.png	52	46	41
Warps	Set1_I_K5_DAPI_STACK.tif	Set1_I_K5_DAPI_STACK_s1-2.png	67	57	55
Warps	Set1_I_K5_DAPI_STACK.tif	Set1_I_K5_DAPI_STACK_s3-4.png	186	164	158
Warps	Set1_I_K5_DAPI_STACK.tif	Set1_I_K5_DAPI_STACK_s5-6.png	233	212	201
Warps	Set1_I_K5_DAPI_STACK.tif	Set1_I_K5_DAPI_STACK_s7-8.png	173	145	128
Warps	Set1_I_K5_DAPI_STACK.tif	Set1_I_K5_DAPI_STACK_s9-10.png	128	115	95
Warps	Set1_M_K1_DAPI_STACK.tif	Set1_M_K1_DAPI_STACK_s1-2.png	196	185	150
Warps	Set1_M_K1_DAPI_STACK.tif	Set1_M_K1_DAPI_STACK_s3-4.png	213	195	165
Warps	Set1_M_K1_DAPI_STACK.tif	Set1_M_K1_DAPI_STACK_s5-6.png	100	82	56
Warps	Set1_M_K1_DAPI_STACK.tif	Set1_M_K1_DAPI_STACK_s7-8.png	48	44	20
Warps	Set1_M_K1_DAPI_STACK.tif	Set1_M_K1_DAPI_STACK_s9-10.png	0	0	0
Warps	Set1_M_K2_DAPI_STACK.tif	Set1_M_K2_DAPI_STACK_s1-2.png	201	186	191
Warps	Set1_M_K2_DAPI_STACK.tif	Set1_M_K2_DAPI_STACK_s3-4.png	174	151	144
Warps	Set1_M_K2_DAPI_STACK.tif	Set1_M_K2_DAPI_STACK_s5-6.png	140	116	110
Warps	Set1_M_K2_DAPI_STACK.tif	Set1_M_K2_DAPI_STACK_s7-8.png	112	86	77
Warps	Set1_M_K2_DAPI_STACK.tif	Set1_M_K2_DAPI_STACK_s9-10.png	54	46	34
Warps	Set1_M_K3_DAPI_STACK.tif	Set1_M_K3_DAPI_STACK_s1-2.png	110	93	87
Warps	Set1_M_K3_DAPI_STACK.tif	Set1_M_K3_DAPI_STACK_s3-4.png	157	131	118
Warps	Set1_M_K3_DAPI_STACK.tif	Set1_M_K3_DAPI_STACK_s5-6.png	162	131	120
Warps	Set1_M_K3_DAPI_STACK.tif	Set1_M_K3_DAPI_STACK_s7-8.png	146	117	101
Warps	Set1_M_K3_DAPI_STACK.tif	Set1_M_K3_DAPI_STACK_s9-10.png	108	99	59
Warps	Set1_M_K4_DAPI_STACK.tif	Set1_M_K4_DAPI_STACK_s1-2.png	176	138	134
Warps	Set1_M_K4_DAPI_STACK.tif	Set1_M_K4_DAPI_STACK_s3-4.png	191	120	117
Warps	Set1_M_K4_DAPI_STACK.tif	Set1_M_K4_DAPI_STACK_s5-6.png	207	126	112
Warps	Set1_M_K4_DAPI_STACK.tif	Set1_M_K4_DAPI_STACK_s7-8.png	170	103	93
Warps	Set1_M_K4_DAPI_STACK.tif	Set1_M_K4_DAPI_STACK_s9-10.png	127	88	74
Warps	Set1_M_K5_DAPI_STACK.tif	Set1_M_K5_DAPI_STACK_s1-2.png	70	67	64
Warps	Set1_M_K5_DAPI_STACK.tif	Set1_M_K5_DAPI_STACK_s3-4.png	308	290	276
Warps	Set1_M_K5_DAPI_STACK.tif	Set1_M_K5_DAPI_STACK_s5-6.png	251	221	207
Warps	Set1_M_K5_DAPI_STACK.tif	Set1_M_K5_DAPI_STACK_s7-8.png	169	151	102
Warps	Set1_M_K5_DAPI_STACK.tif	Set1_M_K5_DAPI_STACK_s9-10.png	59	49	30
